nama produk,group_key,gold_label,label_id,audit_text_hash_v5,leakage_component_id,split
Wrapped Radish Slices,wrapped radish slices,safe,0,4a79fb8ec203e90e9b4baac105d1e9a664df6e17e5623c674082df5d81a928fc,453,real_train
Irisan Lobak Siap Saji,irisan lobak siap saji,safe,0,1ecc41b2a3336d22ce88e6b32904c10ee4890aa1427c7f8ecb22a7370fccda18,454,real_train
Radish Wrapper Slices,radish wrapper slices,safe,0,f93c56aaa2270481903ff5ef95900ddef26d634046b20b663ecf8871107ea8c2,455,real_train
Potongan Lobak Pembungkus,potongan lobak pembungkus,safe,0,a71424a9c9110e632f6cb441fa04de237c48e500b172cf6b651f9e6a2942e52e,456,real_train
Bubur Instan Super,bubur instan super,safe,0,f5f72d2d4890eb2c6e10f6913c220244d3d384552e540708d11ee17060efbfe4,457,real_train
Super Porridge Mix,super porridge mix,safe,0,6ed04630aa70cba175373f8f6b42cbefbad4c470c63375eac3a3cded521c6397,458,real_train
Bubur Siap Saji Super,bubur siap saji super,safe,0,cfcb05e35893175683abffa043fdc81b4fbab1b356cba2f49d4e750a60b75565,459,real_train
Super Quick Porridge,super quick porridge,safe,0,3b2b8e48773d56631a344ee7557638911f4fd93337b5504567650cf3fd421773,460,real_train
Bubur Cepat Saji Super,bubur cepat saji super,safe,0,b954a0eed8b787b042c33f467792f3b212612022c002e0915ac68b65e79d969a,461,real_train
Super Instant Rice Porridge,super instant rice porridge,safe,0,ddff76918f26db2aea124eee170cb3e2fe3f5e1294a4419dbaeaf7158f29cc4e,462,real_train
Bubur Praktis Super,bubur praktis super,safe,0,23dc7595d287f9697a80bc826637ea0aba7c34734a352faa9537f28d7dbd13ed,463,real_train
Permen Asam Tamarin,permen asam tamarin,safe,0,97ec4257a6d474d4ea16d956a37c492b813410d6ed13baf60770923d0b30536a,464,real_train
Tamarin Candy,tamarin candy,safe,0,cb9c42c97521b25eeae28b98ba9e4aa5b57de868941507a4084c175763a14906,465,real_train
Manisan Tamarin,manisan tamarin,safe,0,fb515c381ee9ff6599a3f506614b412550217fce1a6004f88d5a56d9109d5be1,466,real_train
Tamarin Sweet Sour,tamarin sweet sour,safe,0,7888dc0886f40f37842492bead21fe1f790fc7cc2d07575604848e805d8b5bbf,467,real_train
Permen Tamarin Asam Manis,permen tamarin asam manis,safe,0,4d7774d87f85530e4865a514360862f6fdc2302a313626437ae83fa911725440,468,real_train
Tamarin Chewy Candy,tamarin chewy candy,safe,0,91227ecfdf1ff9b45ae8bfcc024aca115004901b3937b8cae31231fb549efc07,469,real_train
Tamarin Fruity Candy,tamarin fruity candy,safe,0,05d0c5fe90e6d02c31787b3e9d7f0a5d9278cd02c0916cd9dbee8dd4aa6a10cf,470,real_train
Ujinotsuyu Sencha Green Tea Bags,ujinotsuyu sencha green tea bags,safe,0,69e9c0f8a7bd3a9f5fd40685f41f7c1d82c092336a528685d2a4eb1002cdfdbc,471,real_train
Kantong Teh Hijau Sencha Ujinotsuyu,kantong teh hijau sencha ujinotsuyu,safe,0,28b9293337f4bb4eac86e8cebc5e1bb7d64f12269e2faacdc7d09691110eb464,472,real_train
Ujinotsuyu Sencha Bon Cup Tea Sachets,ujinotsuyu sencha bon cup tea sachets,safe,0,4f18f8ee5e33b88e33e4ab6f8375ff1ad6180cf23ddc40b62e294f246300acfd,473,real_train
Teh Celup Hijau Sencha Ujinotsuyu,teh celup hijau sencha ujinotsuyu,safe,0,9faaef57d8cfcd1de87786f765ff824e1f49a7347c473e8069355f26610b0955,474,real_train
Ujinotsuyu Green Tea Sencha Bags,ujinotsuyu green tea sencha bags,safe,0,ffdb33dd304ab25d9bf8d8e59f449828a02ca1c744b496dba342d2ccfa36ee50,475,real_train
Kantong Celup Sencha Ujinotsuyu,kantong celup sencha ujinotsuyu,safe,0,f4d7361718567fd8fe08c744eb5e9a8145a63e42d61b57f5061b26416b17dadc,476,real_train
Ujinotsuyu Sencha Green Tea Pouches,ujinotsuyu sencha green tea pouches,safe,0,b9a649e23d368dc21cfd7d7e0897f7d8225a40a0a35488760a560c97dce787d7,477,real_train
Ujinotsuyu Genmaicha Green Tea with Rice,ujinotsuyu genmaicha green tea with rice,safe,0,9c0621964d4b40d97e56959b42b8ee2f111d27b10bdc3cd948dc21f9f29593fc,478,real_train
Kantong Teh Hijau Beras Genmaicha Ujinotsuyu,kantong teh hijau beras genmaicha ujinotsuyu,safe,0,7bf11504990cf6e0b68cadc1097c1ff4d2e867b24e52fd12ec3782bb27d41fa7,479,real_train
Ujinotsuyu Genmaicha Bon Cup Tea Sachets,ujinotsuyu genmaicha bon cup tea sachets,safe,0,ac8953f08bb83e410ca03c524f1c12164eeeddb8282ca01ce11fa8cba320c887,480,real_train
Teh Celup Hijau Beras Genmaicha Ujinotsuyu,teh celup hijau beras genmaicha ujinotsuyu,safe,0,c032661fb23a1c7726a7df447e1d0d56a1611c570c21cff36c35f33d2b574621,481,real_train
Ujinotsuyu Green Tea Genmaicha Bags,ujinotsuyu green tea genmaicha bags,safe,0,bfd2a9a03f709f4ffc5144740f88abf2968ad1236fea084b9ea393ed9e57ddf5,482,real_train
Kantong Celup Genmaicha Ujinotsuyu,kantong celup genmaicha ujinotsuyu,safe,0,97fc03a16423384686442903c070148f0dfcb224aaf13706c3ad1863ae7e9638,483,real_train
Ujinotsuyu Genmaicha Green Tea Rice Pouches,ujinotsuyu genmaicha green tea rice pouches,safe,0,72655c9786537ebb9797b12f4ade34085f3a2332accbcac2f7a6e5dadd8784b3,484,real_train
Jeli Agar Yukiguni Citrus,jeli agar yukiguni citrus,safe,0,ff3c23bb2f0bda07be11f743025017c53d9479704edc2621b33d732289776c7b,485,real_train
Yukiguni Mandarin Orange Jelly,yukiguni mandarin orange jelly,safe,0,5afc86fbbd4f3a4777cb87f71bb37293ba6e1d7b22ff1ca8f9844eef99272823,486,real_train
Jelly Agar Yukiguni Rasa Jeruk,jelly agar yukiguni rasa jeruk,safe,0,aafb248b22a6174e37cf3e85f171fe3b54bca1f0b7e6fc817dfde0a29ba58d40,487,real_train
Yukiguni Tangerine Flavored Jelly,yukiguni tangerine flavored jelly,safe,0,11a3b1705e2020ee8fdedd509179f6866fe029baeb416611d55b52c4612e751f,488,real_train
Jeli Yukiguni Citrus Delight,jeli yukiguni citrus delight,safe,0,4d829ae50943770a525ee6e5587915d7b54a4453a42e493df42c84519651cf8f,489,real_train
Yukiguni Orange Jelly Agar,yukiguni orange jelly agar,safe,0,7a83dbe51baa7c502bbbf0a1a9e6b29eb727679bedc265753d3a3e697be6366f,490,real_train
Jeli Mandarin Yukiguni,jeli mandarin yukiguni,safe,0,27942c9de4d7f8ea2350990d919abe4fb1b4031fe8771ee87433576b1f8e652e,491,real_train
Zess Keju Gurih,zess keju gurih,safe,0,015224d28ccd1b5aa1343b8eff544a2529f864ebf3c402cd842e24fbe867465b,492,real_train
Cheese Crackers Zess,cheese crackers zess,safe,0,80ecadea4b4b3dad3735aae25772d46213e77354597adaa0bdf948661b015237,493,real_train
Zess Cheese Bites,zess cheese bites,safe,0,26d7aedea218256564e523c16c4a7239fd7b647af19d0a981ae8379d6fea9cdd,494,real_train
Zess Cheesy Snack,zess cheesy snack,safe,0,540e87a12df8e69fcc9a2e47db76f4375faa00f3836986cfabfa3b367c6eae35,495,real_train
Zess Cheese Crisps,zess cheese crisps,safe,0,f7d25d6a34c4bc8a91bd011d9527e21eec0bb89fc1f1850674ac7bb0c745346f,496,real_train
Zess Cheese Delight,zess cheese delight,safe,0,a6a029a7fa5818e875d23a0e2a1208f99c190649fc44a3059098531d33eaca0f,497,real_train
Zess Cheesy Crackers,zess cheesy crackers,safe,0,a19b43222e8286883b5ce6b922c2a3c4c63c2439d85a1758ae1bf5293dc1a4ee,498,real_train
butter salted,butter salted,unsafe,1,159f0ff3ab8659e115f08a70a4c6818537005907e409d67aed145f0424c9e915,29,real_validation
caramel biscuits,caramel biscuits,unsafe,1,8a61fdafe77e2c808c281d7d272a42c450c93794d46765ae4c9f86ae96061bcb,30,real_validation
champ chicken stick,champ chicken stick,unsafe,1,4e2ec252c9f9ca875aafaeebead752ffb0283e09055142fd71e03e6c3ad482f5,31,real_validation
chao sua rice crackers roasted squid,chao sua rice crackers roasted squid,unsafe,1,15d6561b4d5e61d87ae81a107d717bff449ae4dad8ac78ec375e1a3e20e9afbb,32,real_validation
chao sua rice crackers with shrimp floss,chao sua rice crackers with shrimp floss,unsafe,1,589ed989bde9c4dc76d1e8d0a98326e37e13fdeae19cb9d6f91ff345404790dc,33,real_validation
chao sua rice crackers with spicy pork floss,chao sua rice crackers with spicy pork floss,unsafe,1,385a77088f9d4750f02ece9d96fe947c355dc9febf678e3c5107569691eff291,34,real_validation
cheese balls,cheese balls,unsafe,1,0d94860c9fc9a773373ad614467dcad6d91d648ffacf9dd22d866c2742f18181,35,real_validation
cheese cream meiji,cheese cream meiji,unsafe,1,fa41be0b59be8e5817519533bad9f8c27d4203c701997166e8a5254b67667844,36,real_validation
cheesy,cheesy,unsafe,1,a5ff70137f9270634b337543e99efd82bbad94d846d2cde366288f56752e0db8,37,real_validation
chitato,chitato,unsafe,1,1898b0a4d566b25182e0d584b3e2c903f7c7a7958bdc7085f6fd79b0248dc41b,38,real_validation
choco chips,choco chips,unsafe,1,fbe7f6abd6ff5ba86745886056737dbf38679304754e8bc5aae7ec9f7000a0b5,39,real_validation
choco imoel kukis isi cokelat,choco imoel kukis isi cokelat,unsafe,1,2d6b5ca2589f2db04f4e6fd097366a231ef15ea5fd43e77fb8ab7ff1411cc0ab,40,real_validation
choco mania,choco mania,unsafe,1,0d90e4b6889439e6b26541fc1062213443bdb94508088b2ea2e8e4624649a676,41,real_validation
choco pie delfie,choco pie delfie,unsafe,1,7ac2c667fa4cf75cc13caa8c2a88b488bd2d3bbbabcd053682f9443db07f8014,42,real_validation
choco pie,choco pie,unsafe,1,bc50aea324ae50c1ca4d5d76b21e77004295da5957ebbc3c1698155e73eecdf9,43,real_validation
cizzring,cizzring,unsafe,1,5c0bcb1668b43317758a8847fda7290013b3a79019f5cbcb5114748084677a34,44,real_validation
cocoa cookie yogurt and starwberry�flavor,cocoa cookie yogurt and starwberry flavor,unsafe,1,0f6b8d2d6ab3fecb4061de1263c1e96ab7ae5682c71be81f04ef2bbd28eb100e,45,real_validation
corntoz jagung bakar,corntoz jagung bakar,unsafe,1,ef91c4d506443f177aae4c1870672b64c2f4953656a27503da668305b0f208ee,46,real_validation
cphb assorti mini biskuit lapis cokelat susu & cokelat hitam,cphb assorti mini biskuit lapis cokelat susu cokelat hitam,unsafe,1,ef9320c13fe6fa59fd1c685a89ae865672d4b902d97ea7be474e2cc1ff278a33,47,real_validation
crepez semprong,crepez semprong,unsafe,1,3a61e9207c93d8cb3122b1de4764a254991ea612c5b6fe1584d4568f41054b74,48,real_validation
croissant creamy chocolate,croissant creamy chocolate,unsafe,1,b0b5d3422642c2f108077d9ecc489ecf573ee29dca5a0615348c014c595f333f,49,real_validation
cruffles crunchy chocolate waffles,cruffles crunchy chocolate waffles,unsafe,1,c93d2d7deaf37050426b63075da8c1680105647eb0112b70cc8eff07388c76ba,50,real_validation
crystal farms monterey jack�chese,crystal farms monterey jack chese,unsafe,1,76acc20c93e9bb7b24ce9c9f074555979939281a1f35a7f235494f6f9d7d9eb1,51,real_validation
deka crepes,deka crepes,unsafe,1,4818401d904ccdb6ec39bfaaccdd1b9465286451201075f620cdb41f09df6dbe,55,real_validation
deka mini wafer bites,deka mini wafer bites,unsafe,1,49c2c643f2f29c11fdabb91671217089aea49b81f6cf906fa4268f82df6aae0e,56,real_validation
sardines abc,sardines abc,safe,0,dea08858211af08e7e3e956e8a455acb674982a722a3bc55b15a65fbe99d3aaf,231,real_validation
sliced wrapping radish,sliced wrapping radish,safe,0,de754b70b349076757166f99aa12744395f2e7a63e20695884d9f10a976a298b,242,real_validation
super bubur,super bubur,safe,0,101ce8bdb1ee3d55f620577e69db3966db3159383df496d73c3400817f2c19ce,255,real_validation
tamarin,tamarin,safe,0,b0188128f3bbfe29e6a988f8708eb13adb58cc1c094ac1b38365dd88494866c0,258,real_validation
teh hijau celup ujinotsuyu sencha bon cup tea bag,teh hijau celup ujinotsuyu sencha bon cup tea bag,safe,0,6db378728818ace4d287862899835e8394d793ebbeca28959408b1dbd747c885,265,real_validation
teh hijau dan beras celup ujinotsuyu genmaicha bon cup tea bag,teh hijau dan beras celup ujinotsuyu genmaicha bon cup tea bag,safe,0,f244a0a361ad9d88cc7e40b415ef2ae4c89b42f90828b2a03173b0a163518f22,266,real_validation
yukiguni jeli agar rasa jeruk mandarin,yukiguni jeli agar rasa jeruk mandarin,safe,0,b0ad3003c5ca77d7140b7c8ba196a5732041ac1fc0c10cfa0e17204ccf07b3d4,277,real_validation
zess cheese,zess cheese,safe,0,71ac26d33c75ddd25f869d837732216255ba043381a10cef2e1444ca1f86181e,281,real_validation
Bakso daging sapi Karawaci,bakso daging sapi karawaci,safe,0,d5549079b8345ae49081dce3cb72536f90b372d8d7601f45978f2a8a2bb66fe3,284,real_validation
Bakso sapi khas Karawaci,bakso sapi khas karawaci,safe,0,115470e7532e55de6fe41a68481930a1bf275af1daca663b87c5410550f54ae7,285,real_validation
Bakso Karawaci sapi,bakso karawaci sapi,safe,0,ac9e9222da8d58da5da6ce98f6c6058d9cee62505a023bcc5071ec2471555b23,286,real_validation
Bakso olahan sapi Karawaci,bakso olahan sapi karawaci,safe,0,d62d5f4507cf5143da018778eb59af2086e5ce5997b9297c3a9c2977bd6a77b8,287,real_validation
Bakso sapi ala Karawaci,bakso sapi ala karawaci,safe,0,2110abba4f1981af86bb0f17fb9cee27e2ff5bda5068f5d632acb735e201ffee,288,real_validation
Basreng Super Renyah,basreng super renyah,safe,0,ab2b76a89c3aa602b641ce1b68072ccff908c1102fdea0c827060379174fd947,289,real_validation
Basreng Gurih Super,basreng gurih super,safe,0,033bda4481eacf5ee9981bd97ff36515efdc95c134eab94ade9e17be96ce99f9,290,real_validation
Super Basreng Kriuk,super basreng kriuk,safe,0,e058a6f989c6470a2bbef4267f3012dbb68c6e872bc987ad59714f3a16ee1853,291,real_validation
Basreng Ikan Super,basreng ikan super,safe,0,07a7bb0093237a8bea7ca51e6d7268ecf61aa1630b37617381fef59022bfa8bd,292,real_validation
Super Basreng Nikmat,super basreng nikmat,safe,0,0cf710c6fc4c37527768baf464528daa31ec4d2967a1b52f13968dc7d681c092,293,real_validation
Basreng Lezat Super,basreng lezat super,safe,0,bde324dad9cedc10ebd46c36902df2fa4e931ace32d53aac6223a719571c11a3,294,real_validation
Basreng Super Istimewa,basreng super istimewa,safe,0,cdd33112acdee4413dd0bba9b194d829844f3d307fffae61d213a60874e5b51c,295,real_validation
Bihunku Aroma Soto,bihunku aroma soto,safe,0,37c1a1ac4ef00ba1e6f1e7160391b87491da130afa0f9b9caf26812e8ad5facf,296,real_validation
Bihun Kuah Soto,bihun kuah soto,safe,0,3368c79eec914a6b9a81ff9767df6d2a3e6950f0d63e7e46c4533c30dc824684,297,real_validation
Bihunku Citarasa Soto,bihunku citarasa soto,safe,0,f2917c7d8aaacda763886554e49121220f452ad37faeb9316e5cb2275a26ef6c,298,real_validation
Soto Bihunku Lezat,soto bihunku lezat,safe,0,4b51627a465b9b1cc87ac045d3db721e1bab6cfe34263bc83d945cb8e876cbe2,299,real_validation
Bihunku Selera Soto,bihunku selera soto,safe,0,4b2aa2f038e9c8b876e45ea08bdf218c9759e5877b806b9f8a2660892940dfda,300,real_validation
alba cheese,alba cheese,unsafe,1,6bb71b7ffb4237c0212eccdb696f9df5ffda6bdba4af0627e49e0b8551c951de,0,frozen_holdout
almond cookies,almond cookies,unsafe,1,3e16ca52d435be9694da0d4ee1e56f46fef76cd5dd750d9b182cc9df8f5acada,1,frozen_holdout
anchor cheese,anchor cheese,unsafe,1,dbbd7ba41225d9b1d2f212c60526a3fcc5deeaf937ba303d5395751a9b605753,2,frozen_holdout
astor chocolate,astor chocolate,unsafe,1,72a4fff0b3cceec91b010e510b564369840ebd0ee952e79521ff31cd856ff621,3,frozen_holdout
bakso ikan bernardi,bakso ikan bernardi,unsafe,1,75427aeda2a30bc2733b1180f6797c0794d850f7eb8f5fe99792da398d4e3671,4,frozen_holdout
bakso sapi karawaci,bakso sapi karawaci,safe,0,654d438f2a7137ed70c20ecd63ecf1ac4fbc96836d2a110a3b65bb014c0e0c7a,5,frozen_holdout
basreng super,basreng super,safe,0,d318ed31ed34981bd74e604aae268a3c1d973e68a507f8605a41f667f83418da,6,frozen_holdout
beng beng maxx,beng beng maxx,unsafe,1,39e8b69a1733363bc1e908cfdfdbb6cac4ddbf14cc3d67958c0ee81a36099200,7,frozen_holdout
bihunku rasa ayam bawang,bihunku rasa ayam bawang,unsafe,1,4882ffc3186137291768e9344e4bad439a2a540662f58749eb1cc2ece1d311d0,8,frozen_holdout
bihunku rasa soto,bihunku rasa soto,safe,0,bef2eb0bc18847781b7be3feb57c3ff5eba18759493f8728c525ebe17a06dca8,9,frozen_holdout
biokul greek yoghurt,biokul greek yoghurt,unsafe,1,98d07e59523ff8832a311668a1653855760152da11989405da21069b38076871,10,frozen_holdout
biokul yoghurt bluberi,biokul yoghurt bluberi,unsafe,1,44ed0063fcb9f6533f2ae92e2bc8c8e35555a0f4a84311328d8a22e838753158,11,frozen_holdout
biokul yoghurt jeruk,biokul yoghurt jeruk,unsafe,1,c8a283edc663583e9dd563b089e53baa17ae0224eb46fed913370bc447fb09b5,12,frozen_holdout
biokul yoghurt ori,biokul yoghurt ori,unsafe,1,774e14cb59cc25f3751b1a6074c225be1d835454986367837fbba479a27ad0c5,13,frozen_holdout
biokul yoghurt stroberi,biokul yoghurt stroberi,unsafe,1,6e959bad9cdb7ddcb6e894ed2d307ebad63dd91c1be84c39eb3bf9602ff1251c,14,frozen_holdout
biskuit lapis cokelat binch,biskuit lapis cokelat binch,unsafe,1,8625c4eb69557f8e262396b4957a8dd03146187e72a2492d2f1ddfa7076f116b,15,frozen_holdout
blastoz bites,blastoz bites,unsafe,1,9529d402a800b91c5be9493f99b65dc4ab74f9978db09fa9ef3280bb09476b57,16,frozen_holdout
boncabe makaroni krispi level 15,boncabe makaroni krispi level 15,safe,0,30624ebf766566657981bb7fbbac8bab88e3b6e3df02746408532ff901d3fc62,17,frozen_holdout
bourbon botter cookies,bourbon botter cookies,unsafe,1,4d76ecbf901718db1fd5babe7dcd6be782cfc12fc5615927649d985eaebd89d9,18,frozen_holdout
bourbon choco&coffee biscuits,bourbon choco coffee biscuits,unsafe,1,39849321cc28fee829f443ca459f0cc9fb1dba906c27b3fd0e2455030d264615,19,frozen_holdout
brook farm chocolate milk,brook farm chocolate milk,unsafe,1,741dfe23f6a8adb79abf2866820bcc3c95b11ea14b8eab5f0d94967d0305a6d3,20,frozen_holdout
brook farm fresh milk,brook farm fresh milk,unsafe,1,b64f94ae3b781e7abb741438832debb6cb9c2b7217562a6b591f9e99e0e42c91,21,frozen_holdout
brook farm low-fat milk,brook farm low fat milk,unsafe,1,bd1186060ac57ffde3a91f5f0f9925979f71ee2ee3886eab84afc52dfd0ad997,22,frozen_holdout
brook farm strawberry milk,brook farm strawberry milk,unsafe,1,986e67d1bf895a45716a2eb87d7411f5a958eb14d4ba8e647b38b83c7fdbc9a5,23,frozen_holdout
bumbu sup udon higashimaru udon soup,bumbu sup udon higashimaru udon soup,unsafe,1,bd78689cf5f5dea88153c75f82ae67cda05a90fefbc5cbbb53884da6215d1adc,24,frozen_holdout
bumifood ebi furai,bumifood ebi furai,unsafe,1,2b39f8cfbfa7c738b719a8a02b15542d6f522bb3a154c146407c2da8a9411177,25,frozen_holdout
bumifood seafood platter,bumifood seafood platter,unsafe,1,eb67d984d74a101d71e6bedc5cfa55d4c3c4b07c68f42148e6eb234d2555b382,26,frozen_holdout
"bumifood shrimp, squid & fish mini wonton",bumifood shrimp squid fish mini wonton,unsafe,1,4c88a792eb748ecf3e43505e35de4ac7a935c3fdd02f5cd55818ebb3b95fa438,27,frozen_holdout
butter cookies,butter cookies,unsafe,1,a9e25b110ec49decf56a5a61e58e6614584d2e38b3554ea8b5d51cbc9f209877,28,frozen_holdout
dailymeal nasi jagung,dailymeal nasi jagung,safe,0,7c2513047b85adcb22ac792b53b80bf1040076cc629e8a4ebf10589265f54cde,52,frozen_holdout
dailymeal nasi singkong,dailymeal nasi singkong,safe,0,7fc986f87e39434a9ffdea585ef3126b960bca74730f80a1359da42d469df8c2,53,frozen_holdout
dark chocolate cookies,dark chocolate cookies,safe,0,10cc27d7116225ab02440b5728aaee63a87e03152ce1e0930be7bacb7745b4c5,54,frozen_holdout
fukumi beras porang,fukumi beras porang,safe,0,d3e14429a866c5eabb5cad604df303494cb41f03ad8c58686784b94f484b66a1,66,frozen_holdout
kemplang ikan koin,kemplang ikan koin,safe,0,2711ed8849c7bfd15fe9d5fbc2b60c9790426347c54b401fa6000cc45eea1505,97,frozen_holdout
kemplang udang,kemplang udang,safe,0,e7d7f50e095010be145db8087747a197b88fc80ad62b1c8715d9ce1b83e6a4fb,98,frozen_holdout
kentang home,kentang home,safe,0,dc3913126a49de8f045cfbf16b8c214ba830183def0dbe14ecad80e375287d21,99,frozen_holdout
keripik singkong karuhun,keripik singkong karuhun,safe,0,db8a318f6bd94b860241c23c8aa2f1b8a1b612279f6a1da401d5b684cf1d417f,100,frozen_holdout
keripik ubi ungu,keripik ubi ungu,safe,0,0019c079a9ab4449c39cea768d2cb45482554f162d8d5b255c811c961f9ed203,103,frozen_holdout
kerupuk balado pedas,kerupuk balado pedas,safe,0,5094306ddce619454bbafd3ebd6473d9b12d76030f1870630677ea83aefa497e,104,frozen_holdout
kerupuk pilus,kerupuk pilus,safe,0,4256f6ef97697d1eea0a59cd0f83c56cb1561a94624a0776bf065acce8a99d24,107,frozen_holdout
kingsfisher kornet tuna,kingsfisher kornet tuna,safe,0,b2cd466f47845a8a269fb8050b6884c19097f40ca2743694c441ad944b8c3ec8,111,frozen_holdout
mayonais,mayonais,safe,0,e1037d25cec45c7f0b6bf984453f6ffce34d08f5700a46ee6d1561548fd1c974,158,frozen_holdout
my jelly,my jelly,safe,0,8ced3776662683cf9016635ac87f7d33748ccc20be559ea1e62b5730d2d2c755,180,frozen_holdout
nata de coco,nata de coco,safe,0,24f4a9a4d908e727725370ad050a0b8e042be020e5fba6c5fcc689a0e2f606b7,182,frozen_holdout
poco loco salted tortilla chips,poco loco salted tortilla chips,safe,0,292a5f83da816c4ee5d9edc26cd524070e13890cb6d1b49f99e7b7629ddd50d3,218,frozen_holdout
qtela singkong ori,qtela singkong ori,safe,0,1e646bcac9889fdd119d53a10ba5d6fecd4221c26001fcf2d9c3c3647f94dff6,226,frozen_holdout
rumput laut mama suka,rumput laut mama suka,safe,0,b129072f890f2467360c2752ab43901eb993947c9772c2d957622540f1391776,229,frozen_holdout
sardines abc ekstra pedas,sardines abc ekstra pedas,safe,0,5f613ea5b4a117e9f0afe23db23f38e88f258365182641df89d5538f18fdcc61,230,frozen_holdout
Bakso sapi Karawaci,bakso sapi karawaci,safe,0,803851f0536e9a122a70c09efda98213a82a468d22475854527c0552626a80e0,5,frozen_holdout
Bakso Sapi Karawaci,bakso sapi karawaci,safe,0,41bba17f39e86c8e0f6b1a23ef5ab8cf43d46fe0aabf1e19c3ca1d9382e165bf,5,frozen_holdout
