nama produk,text,label,label_id,gold_label,group_key
nestle coco crunch,"Serealia 58% (Tepung Gandum Utuh
35%, Tepung Gandum 15%, Semolina Jagung, Tepung Beras), Gula, Ekstrak Malt (Barli), Kakao Bubuk 2,2%, 1 Mineral, Susu Skim Bubuk, Minyak
Nabati, Lemak Kakao 0,3%, Garam, Perisa Alami, Pengemulsi Lesitin Kedelai, Premiks Vitamin dan Mineral, Antioksidan Tokoferol Campuran Pekat. Mengandung alergen, lihat daftar
bahan yang dicetak tebal.
Dapat mengandung tree nuts.",unsafe,1,unsafe,nestle coco crunch
nestle milo,"Serealia 58% (Tepung Gandum Utuh 32%, Tepung Gandum 19%, Semolina Jagung), Gula, Ekstrak Malt (Barli) 7%,
Kakao Bubuk 4%, 1 Mineral, Minyak Nabati, Susu Skim Bubuk, Garam, Pengemulsi Lesitin Kedelai, Perisa Alami, Antioksidan Tokoferol Campuran Pekat, Premiks Vitamin & Mineral. 
Mengandung alergen, lihat daftar bahan yang dicetak tebal.
Dapat mengandung tree nuts.",unsafe,1,unsafe,nestle milo
nextar coklat,"Tepung Terigu, Gula, Lemak Nabati (mengandung Antioksidan TBHQ), Sirup Glukosa, Kakao Bubuk 6.38%, Minyak Nabati (mengandung Antioksidan TBHQ), Penstabil Nabati, Gula Aren, Maltodekstrin, Pengemulsi Lesitin Kedelai, Garam, Pengembang. Perisa Sintetik, Pengawet Kalium Sorbat, Vitamin E.
Informasi Alergen : Mengandung alergen, Lihat daftar bahan yang dicetak tebal. Dapat mengandung Susu, Telur, Kacang Hazel, dan Kacang Tanah.",unsafe,1,unsafe,nextar coklat
nextar cookies and cream,"Tepung Terigu, Gula, Minyak Nabati (mengandung Antioksidan TBHQ), Lemak Nabati, Dekstrosa, Kakao Bubuk 5%, Pati Jagung, Sirup Tinggi Fruktosa, Maltodekstrin, Pengembang, Garam, Pengemulsi Lesitin Kedelai, Perisa Sintetik. Informasi Alergen : Mengandung alergen lihat daftar bahan yang dicetak tebal. ",unsafe,1,unsafe,nextar cookies and cream
nissin biskuit stick,"Tepung Terigu, Gula, Minyak Nabati, Pengembang (Amonium Bikarbonat dan Natrium Bikarbonat), Susu Bubuk Full Cream, Garam, Perisa Sintetik Susu Kental, Penguat Rasa Mononatrium Glutamat (MSG), Pewarna Sintetik Tartrazin CI No. 19140.",unsafe,1,unsafe,nissin biskuit stick
nissin waffer coklat,"Tepung Terigu, Gula, Minyak Nabati (mengandung antioksidan BHT), Susu Bubuk, Dekstrosa, Kakao Bubuk (5.5%), Pati tapioka, Garam, Kakao Massa (0,4%), Perisa Sintetik, Pengembang (Natrium Bikarbonat, Ammonium Bikarbonat), Pengemulsi Nabati (Lesitin
Kedelai, Kalsium Karbonat).",unsafe,1,unsafe,nissin waffer coklat
nissin crispy crackers,"Tepung Torigu, Lemak Nabati (Mengandung Antioksidan TBHQ), Gula, Keju (Mengandung Pengawet : Asam Sorbat, Nisin, Pewara Alami Anato CI No. 75120), Susu Bubuk, Pengembang (Amonium Bikarbonat dan Natrium Bikarbonat), Garam, Pengemulsi Lesitin Kedelai, Perisa Sintetik Barbekue, Penguat Rasa Mononatrium Glutamat, Perisa Sintetik
Keju, Pewama Sintetik Tartrazin CI No. 19140.
Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,nissin crispy crackers
nissin vegetable crackers,"Tepung Terigu, Lemak Nabati ( mengandung Antioksidan Tokoferol ), Gula, Pengembang (Amonium Hidrogen Karbonat dan Natrium Hidrogen Karbonat ), Daun Bawang ( 1,25 % ), Wortel ( 1,25 % ), Pati Jagung, Tomat ( 0,77 % ), Paprika (0,77 % ), Garam, Brokoli ( 0,38 % ), Kubis ( 0,38 % ), Sirup Glukosa, Malt Ekstrak, Penguat Rasa Mononatrium Glutamat ( MSG ).",unsafe,1,unsafe,nissin vegetable crackers
nissin wafer ovaltine,"Tepung Terigu (29%), Ovaltine Bubuk (mengandung Ekstrak Malt, Whey Bubuk, Susu Bubuk) (28%), Lemak Reroti Nabati (mengandung
Antioksidan Askorbil Palmitat dan Tokoferol), Gula, Susu Bubuk (9,6%),
Pengemulsi (Lesitin Kedelai, Kalsium Karbonat), Garam, Kakao Bubuk, Kakao
Massa, Pengembang Natrium Bikarbonat, Perisa Sintetik.",unsafe,1,unsafe,nissin wafer ovaltine
noisettes kentang goreng beku,"Kentang, Minyak Kelapa Sawit, Tepung Beras, Kentang yang dikeringkan, Pati Kentang, Garam, Dekstrose (Gandum), Rempah-rempah, Minyak Bunga Matahari.",unsafe,1,unsafe,noisettes kentang goreng beku
nuwafer wafer kacang hazel,"Tepung Gandum, Gula (mengandung
Pengawet Sulfit), Lemak Reroti, Maltodextrin, Kacang Hazel (6.07%). Whey Bubuk, Kakao Bubuk (2.43%), Susu Bubuk, Lesitin, Minyak Goreng, Minyak Triglsenda, Garam, Perisa Sintetik, Penstabil Natrium Karbonat,
Enzim Protease (Mengandung Gandum).
Mengandung Alergen, Lihat Daftar Bahan Yang Dicetak Tebal",unsafe,1,unsafe,nuwafer wafer kacang hazel
nyam nyam smiley,"Tepung Terigu, Gula, Lemak Nabati
(mengandung Antioksidan Askorbil
Palmitat dan Tokoferol, Lesitin Kedelai), Kakao Bubuk (5.4%), Whey Bubuk, Pengembang, Sirup Glukosa, Pati Jagung, Ekstrak Malt (dari Barley), Garam, Dekstrosa, Pengemulsi Nabati (Lesitin Kedelai), Perisa Sintetik (mengandung Antioksidan Tokoferol), Pengawet Natrium Metabisulfit, Pewarna Alami Beta Karoten CI 40800 (mengandung Antioksidan Tokoferol). Mengandung alergen: Gluten, Susu, Kedelai. Mungkin mengandung Telur dan Hazelnut. Tanpa Pemanis Buatan,
Tanpa Pewarna Sintetik, Tanpa
Penguat Rasa.",unsafe,1,unsafe,nyam nyam smiley
nyam nyam,"Gula, Tepung Terigu, Minyak Nabati (Mengandung Antioksidan Askorbil Palmitat & Tokoferol), Maltodekstrin, Kakao Bubuk (6%), Whey Bubuk, Dekstrosa, Tepung Ketan, Garam, Pengemulsi Nabati, Perisa Sintetik, Pewarna (Alami Karamel Kelas III, Sintetik (Kuning FCF CI. No. 15985, Biru Berlian FCF CI No. 42090)). Mengandung alergen, lihat daftar bahan yang dicetak tebal. Dapat mengandung Telur dan Hazelnut. Tanpa Pengawet, Tanpa Pemanis Buatan.",unsafe,1,unsafe,nyam nyam
oat choco chocolate,"Oatmeal (41.67%), Pengganti Lemak Kakao, Krimer Minuman (Mengandung Susu Bubuk), Gula, Kakao Bubuk, Maltodekstrin, Dekstrosa Monohidrat, Pengemulsi Lesitin Kedelai E322,
Garam, Perisa Sintetik Cokelat.
Mengandung alergen, lihat daftar bahan yang dicetak tebal.
Diproduksi peralatan yang juga
memproses Kacang Tanah.",unsafe,1,unsafe,oat choco chocolate
"oatsy muesli apricot, sultana & almond","Rolled Oats (78,5%) Sultana (8%), Biji Bunga Matahari, Manisan Pepaya, Blackurrant, Aprikot (2%), Bekatul,  Kelapa Kering, Kacang Almond (1%).",unsafe,1,unsafe,oatsy muesli apricot sultana almond
oatsy natures harvest muesli,"Rolled Oats (83,5%), Sultana (5%), Biji Bunga Matahari, Biji Buah Labu, Kacang Almond (1,5%), Bekatul.",unsafe,1,unsafe,oatsy natures harvest muesli
oishi pillow chocolate,"Gula, Tepung Terigu, Minyak Nabati
(mengandung Antioksidan TBHQ),
Tepung Beras, Kakao Bubuk (6.68%),
Susu Skim Bubuk, Whey Bubuk,
Krimer Nabati, Garam, Pengemulsi
(Lesitin Kedelai), Perisa Sintetik
Cokelat dan Vanila.
Mengandung alergen, lihat komposisi yang dicetak tebal.
Diproduksi menggunakan peralatan yang juga memproses Krustase, Telur,
Ikan, Moluska, Oat, Kacang Tanah,
Kedelai, dan Kacang Pohon.",unsafe,1,unsafe,oishi pillow chocolate
oishi toss ayam teriyaki,"Serpihan Kentang ({60.2%}, mengandung Antioksidan Askorbil Patmitat, Pewarna Alami Kurkumin CI 75300), Minyak Nabati (mengandung Antioksidan TBHQ), Bumbu Ayam Teriyaki ({6.3%}, mengandung Whey Bubuk, Bubuk Kecap, Bubuk Daging Ayam {2%}, Pewarna Alami Karamel III - E150c), Penstabil (Dipati Fosfat), Pengemulsi Nabati, Gula, Garam, Penguat Rasa (Mononatrium Glutamat), Cabe, Bubuk Bawang Bombay, dan Pengatur Keasaman (Asam Sitrat).",unsafe,1,unsafe,oishi toss ayam teriyaki
oishi chocolate popcorn,"Gula, Jagung Berondong (27.45%), Glukosa, Minyak Nabati (mengandung Antioksidan TBHQ), Lemak Susu Anhidrat, Kakao Bubuk (2.35%), Krimer Nabati, Maltodekstrin, Susu
Bubuk, Garam, Perisa Sintetik Cokelat,
Pengemulsi (Lesitin Kedelai), dan
Pengembang (Natrium Bikarbonat).
Mengandung alergen, lihat komposisi yang dicetak tebal.
Diproduksi menggunakan peralatan yang juga memproses Krustase, Telur, Ikan, Moluska, Oat, Kacang Tanah, Kedelai, Kacang Pohon, dan Gandum.",unsafe,1,unsafe,oishi chocolate popcorn
oishi rin-bee,"Tepung Terigu, Tepung Tapioka, Minyak Nabati (mengandung Antioksidan TBHQ), Keju Bubuk ({9.23%}, mengandung Keju Padatan {0.32%}, Antioksidan Tokoferol Campuan Pekat dan BHT), Gula, Garam, Penguat Rasa (Mononatrium Glutamat, Dinatrium Inosinat, Dinatrium Guanilat), Penstabil (Kalsium Karbonat), Laktosa, dan Pewarna Makanan Sintetik (Kuning FCF CI. No. 15985).
Mengandung alergen, lihat komposisi
yang dicetak tebal.
Diproduksi menggunakan peralatan
yang juga memproses Krustase, Telur,
Ikan, Moluska, Oat, Kacang Tanah,
Kedelai, dan Kacang Pohon.",unsafe,1,unsafe,oishi rin bee
oreo mini,"TEPUNG TERIGU, GULA, MINYAK NABATI (MENGANDUNG ANTIOKSIDAN TBHQ), BUBUK COKLAT (4.6%), SIRUP FRUKTOSA, PENGEMBANG (NATRIUM & AMOMUM BIKARBONAT), PATI JAGUNG, PENGEMULSI (LESITIN KEDELAI), PERISA SINTETIK VANILA MENGANDUNG ALERGEN, LIHAT DAFTAR BAHAN YANG DICETAK.
MUNGKIN MENGANDUNG SUSU DAN KACANG.",unsafe,1,unsafe,oreo mini
ovaltine,"Air, Bubuk Ovaltine (19,5%) [(Ekstrak Malt (16,9%), Gula, Sirup Glukosa, Kakao Bubuk (4,6%), Whey Bubuk, Minyak Nabati, Magnesium Karbonat, Dikalsium Fosfat, Perisa Sintetik Cokelat, Garam, Vitamin A, Asam Folat), Susu Bubuk (25%), Pengemulsi Nabati, Pengatur Keasaman Natrium Sitrat, Premiks Vitamin, Maltodekstrin, Mangan Sulfat].",unsafe,1,unsafe,ovaltine
paddle pop milkie,"Air, Gula, Padatan Susu 9.9%, Sirup Glukosa, Minyak Nabati, Maltodekstrin, Kakao Bubuk 0.6%, Kalsium Karbonat, Penstabil Nabati, Pengemulsi Nabati, Perisa Sintetik (Susu, Vanila)",unsafe,1,unsafe,paddle pop milkie
pauls australian butter salted,"Krim pasteurisasi, air, garam.",unsafe,1,unsafe,pauls australian butter salted
pauls australian butter unsalted,"Krim pasteurisasi, air, pengatur keasaman, bakteri asam lakfat.",unsafe,1,unsafe,pauls australian butter unsalted
pejoy cookies n cream,"TEPUNG TERIGU (34%), GULA, MINYAK NABATI (MENGANDUNG
ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT (307b))), SUSU BUBUK (11%), LAKTOSA, EKSTRAK MALT (2%), LEMAK REROTI (MENGANDUNG ANTIOKSIDAN
(TOKOFEROL CAMPURAN PEKAT (307b))), KAKAO BUBUK, PENSTABIL (PATI OKSIDASI
(1404)), PERISA SINTETIK (VANILA, COKELAT), GARAM, PENGEMBANG (NATRIUM HIDROGEN KARBONAT (500(ii))), PENGEMULSI (LESITIN KEDELAI(322(i))).
MENGANDUNG ALERGEN, LIHAT DAFTAR BAHAN YANG DICETAK TEBAL.
KEMUNGKINAN ALERGI: MENGANDUNG GANDUM, SUSU, KEDELAI, BARLEY, RYE DAN OAT.",unsafe,1,unsafe,pejoy cookies n cream
permen susu kasugai milk no kuni,"Sirup jagung, gula, susu bubuk (13%), whey bubuk (9.5%), susu kental (8%), krim susu (7.5%), minyak nabati, garam, kalsium susu (3.2%), perisa sintetik susu, pengemulsi lesitin kedelai. Mengandung alergen, lihat daftar bahan yang dicetak tebal
Diproduksi menggunakan peralatan yang juga memproses gandum dan kacang",unsafe,1,unsafe,permen susu kasugai milk no kuni
permen susu rasa stroberi sakuma ichigo milk,"Gula, sirup jagung, susu bubuk (15%), minyak nabati, konsentrat jus stroberi (8%), garam, pengatur keasaman asam sitrat, perisa alami susu, antioksidan asam askorbat, pewama alami antosianin, pengemulsi lesitin kedelai
Mengandung alergen, lihat daftar bahan yang dicetak tebal",unsafe,1,unsafe,permen susu rasa stroberi sakuma ichigo milk
pisang sale tepung,"Pisang Raja, Gula Pasir, Terigu, Minyak Nabati.",unsafe,1,unsafe,pisang sale tepung
plantable mandu vegetable dumpling,"Sayuran 38% (Kubis, Acar sawi, Bawang bombay, Bawang prei, Daun bawang, Lobak kering, bawang putih, Cabe cheongyang), Air, Tepung terigu, Tahu (Kedelai), Penstabil Hidroksipropil dipati fostat, isolat protein kedelai, Minyak kedelai, TVP (Kedelai), Cabe merah bubuk, Perisa alami, Kecap (Kedelai, Gandum, Barley), Minyak wijen, Cuka, Minyak kanola, Garam, Serat rebung, Tepung gluten, Gula, Pengental Natrium karboksimetil selulosa, Penguat rasa Dinatrium 5'-ribonukleotida, Bumbu 0.3% (Mengandung Kecap bubuk, Protein Kedelai terhidrolisis), Jahe bubuk, Lada hitam bubuk.
Mengandung Alergen, lihat daftar bahan yang dicetak tebal. Diproduksi menggunakan peralatan yang juga memproduksi Susu, Telur, udang, kepiting, cumi-cumi, ikan, wijeng, dan kacang",unsafe,1,unsafe,plantable mandu vegetable dumpling
pocky cookies n cream,"COKELAT COMPOUND PUTIH (MENGANDUNG SUSU BUBUK), TEPUNG TERIGU, GULA,
PENGENTAL (DIPATI FOSFAT (1412), PATI ASETAT (1420)), REMAHAN BISKUIT (MENGANDUNG PERISA SINTETIK (COKELAT), TEPUNG TERIGU), LEMAK REROTI (MENGANDUNG ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT(307b))), TEPUNG GANDUM UTUH, KAKAO BUBUK (1%), SUSU BUBUK (1%), PERISA SINTETIK (SUSU, VANIA (0.22%), MENTEGA (MENGANDUNG ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT(307b)))), GARAM, RAGI, PENGEMBANG (NATRIUM HIDROGEN KARBONAT (500(ii))). 
MENGANDUNG ALERGEN, LIHAT DAFTAR BAHAN YANG DICETAK TEBAL.
DIPRODUKSI MENGGUNAKAN PERALATAN YANG JUGA MEMPROSES BARLEY, RYE, OAT DAN ALMOND.",unsafe,1,unsafe,pocky cookies n cream
pocky yuzu,"TEPUNG TERIGU, GULA, MINYAK NABATI (MENGANDUNG ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT (307))), SUSU BUBUK, LAKTOSA, PENGENTAL (DIPATI FOSFAT (1412)), INULIN, LEMAK REROTI (MENGANDUNG ANTIOKSIDAN TOKOFEROL CAMPURAN PEKAT (307b))), TEPUNG GANDUM UTUH, EKSTRAK MALT, BUBUK SARI BUAH YUZU (0,4%), PERISA SINTETIK (YUZU (MENGANDUNG ANTIOKSIDAN (DL-ALPHA TOKOFEROL (307c))), MENTEGA (MENGANDUNG ANTIOKSIDAN (TOKOFEROL CAMPURAN PEKAT (307b))), SUSU), PENGATUR KEASAMAN (ASAM SITRAT (330), ASAM MALAT (296)), GARAM, PENGEMULSI (LESITIN KEDELAI (322(i))), PENGEMBANG (NATRIUM HIDROGEN KARBONAT (500(ii)), RAGI, PEWARNA ALAMI (BETAKAROTEN (CI.75130)).
MENGANDUNG ALERGEN, LIHAT DAFTAR BAHAN YANG DICETAK TEBAL.
MUNGKIN MENGANDUNG GANDUM, SUSU, KEDELAI, BARLEY, RYE DAN OAT.
DIPRODUKSI MENGGUNAKAN PERALATAN YANG JUGA MEMPROSES ALMOND.",unsafe,1,unsafe,pocky yuzu
poco loco chilli tortilla chips,"Tepung Jagung, Minyak Nabati, Garam cabe(0.6%)), Maltodekstrin, Ekstrak Ragi, Rempah (mengandung cabe (0.6%)), Dekstrosa, Bawang Putih, BubukTomat, Gula, Pengatur Keasaman Asam Sitrat,Minyak Atsiri Paprika, Pewarna Alami Merah Bit, Perisa Alami Chili",unsafe,1,unsafe,poco loco chilli tortilla chips
poco loco nacho cheese tortilla,"Jagung, Minyak Nabati, Garam, Dekstrosa, Laktosa, Keju (0.8%), Protein Susu, Maltodekstrin, Minyak Mentega, Rempah, Perisa Alami Nacho Cheese",unsafe,1,unsafe,poco loco nacho cheese tortilla
pop tarts cookies and cream,"Tepung Terigu Diperkaya, Gula (mengandung pengawet sulfit), Dekstrosa, Minyak Kedelai (mengandung antioksidan TBHQ), Minyak Goreng Kelapa Sawit (mengandung antioksidan TBHQ), Sirup Jagung Tinggi Fruktosa, Kakao Bubuk, Tepung Gandum, Sirup Jagung, Whey, Garam, Penstabil Dipati adipat terasetilasi, Pengembang Natrium hidrogen karbonat, Pati Jagung, Tepung Natrium steoroil-2-laktolat, Pewarna Alami Karamel IV amonia sulfit proses.",unsafe,1,unsafe,pop tarts cookies and cream
potabee,"Kentang (55%), Minyak Kelapa Sawit (mengandung Antioksidan TBHQ), Bumbu Rasa Rumput Laut Panggang
(mengandung Gula, Garam, Bubuk Kecap, Perisa Sintetik, Penguat Rasa (mengandung Mononatrium Glutamat, Dinatrium Inosinat dan Dinatrium Guanilat), Rumput Laut (0,64%),
Hidrolisat Protein Kedelai (mengandung Pewarna Alami Karamel III Amonia Proses), dan Bubuk Ikan)
Mengandung alergen, lihat daftar bahan yang dicetak tebal.
Diproduksi menggunakan peralatan yang juga memproses serealia,Telur, Susu, Kacang Pohon, Sulfit, dan Krustasea.",unsafe,1,unsafe,potabee
probitas bagelen,"Tepung terigu, Gula (mengandung pengawet sulfit), Margarin (14%) (mengandung antioksidan (BHA, askorbil palmitat, tokoferol
asam askorbat), pewarna alami Beta-karoten CI No. 40800), Telur, Keju (6%) (mengandung pengawet kalium sorbat dan nisin), Susu (2%), Ragi (mengandung antioksidan asam askorbat), Garam.
Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,probitas bagelen
prochiz cheedar cheese,"Keju Cheddar 30% (Mengandung Susu), Air, Minyak Nabati Terhidrogenasi, Keju Bubuk (Mengandung Susu), Buttermilk Bubuk (Menganduung Susu), Maltodekstrin, Pengemulsi (Trinatrium Sitrat dan Dinatrium Fosfat), Whey Bubuk (Mengandung Susu), Garam, Gula (Mengandung Pengawet Sulfit), Perisa Alami Keju (Mengandung Susu), Pengatur Keasaman (Asam Laktat dan Asam Sitrat), Pengawet (Kalium Sorbat dan Nisin), Penstabil Karagenan, Pewarna Beta-karoten (sayuran) CI 75130 (INS 160a(ii)).",unsafe,1,unsafe,prochiz cheedar cheese
prochiz gold,"Air, Pati Termodifikasi Asam, Minyak Nabati, Keju Cheddar (Mengandung Susu), Pengemulsi (Dinatrium Fosfat, Trinatrium Sitrat, Natrium Polifosfat),  Garam, Pengatur Keasaman Asam Laktat, Pengawet (Kalium Sorbat, Nisin), Pewarna Alami Beta-karoten CI 75130 (Mengandung Antioksidan Alfa Tokoferol dan Asam Askorbat).",unsafe,1,unsafe,prochiz gold
pudding stroberi,"Komposisi Pudding: Susu skim bubuk, Gula, Pengental karagen, Agar bubuk, Perisa sintetik stroberi, Garam, Pewarna sintetik (Ponceau 4R CI No. 16255).
Komposisi Saus Vla (25%): Gula, Susu full krim, Pati termodifikasi, Bahan dasar topping (mengandung pewarna alami Beta-karoten (sintetik) CI No.40800, protein susu, whey bubuk), Garam, Perisa sintetik vanila, Pewarna sintetik (Kuning FCF CI No. 15985, Tartrazin CI No. 19140).",unsafe,1,unsafe,pudding stroberi
pudding vanila,"Komposisi Pudding: Susu skim bubuk, Gula, Karagenan, Agar bubuk, Perisa sintetik alami vanila, Garam.
Komposisi Saus Vla: Gula, Pengental pati termodifikasi, Susu full cream, Bubuk cokelat, Pengemulsi nabati, Garam, Perisa sintetik cokelat (mengandung pengawet kalium sorbat), Pewarna makanan (Biru berlian CI 42090, Cokelat HT Cl 20285).",unsafe,1,unsafe,pudding vanila
richeese nabati,"Tepung Terigu, Gula, Minyak Nabati (mengandung Antioksidan TBHQ), Maltodekstrin, Whey Bubuk,
Keju Bubuk 3.07% (mengandung Penguat Rasa Mononatrium Glutamat dan Dinatrium 5'-ribonukleotida, Pewarna Sintetik Ponceau 4R CI 16255 dan Kuning FCF CI 15985), Pengemulsi Lesitin Kedelai, Garam, Pengembang, Vitamin (A, Bl, B2, B6, Bl2).
Informasi Alergen. ""Mengandung alergen, lihat daftar bahan yang dicetak tebal"". ""Dapat mengandung : Telur,
Kacang Hazel, dan Kacang Tanah"".",unsafe,1,unsafe,richeese nabati
rocho choco,"Gula, Lemak Reroti(mengandung antioksidan TBHQ), Kakao
Bubuk (4%), KacangTanah (3.2%), Susu Bubuk, Minyak Nabati, Tepung Terigu, Tepung Tapioka, Pengemulsi Lesitin Kedelai, Garam, Pengembang (natrium nidrogen karbonat,Amonium hidrogen karbonat), Perisa Sintetik (Vanila dan Susu)",unsafe,1,unsafe,rocho choco
sari gandum sandwich coklat,"Tepung Gandum Utuh (41,57%), Minyak Nabai (mengandung Antioksidan BHA), Gula, Tepung Tapioka, Kakao Massa 4,17%), Susu Skim Bubuk (8,06%), Telur Bubuk (1,90%), Whey Bubuk, Kakao Bubuk (0,78%), Kelapa, Garam,  Pengembang, Ekstrak Malt, Pengemulsi Lesitin Kedelai, Perisa Sintetik, Premik Vitamin (Bl, B2, B6, dan B12). Mengandung alergen, lihat daftar baha yang dicetak tebal. Dapat mengandung kacang.",unsafe,1,unsafe,sari gandum sandwich coklat
sari roti sandwich krim keju,"Tepung terigu (mengandung gluten), air, keju (4,551%) (mengandung susu, pengawet kalium sorbat, nisin), gula pasir, margarin oles (mengandung pengawet kalium sorbat, antioksidan tokoferol campuran pekat, pewarna alami beta-karoten (sintetik) CI
40800), sirup tinggi fruktosa, margarin (mengandung antioksidan askorbil palmitat, tokoferol campuran pekat),
susu kental manis, lemak reroti (mengandung antioksidan askorbil palmitat, tokoferol campuran pekat, BHA), pengemulsi (mengandung susu, pengawet asam sorbat, antioksidan asam askorbat), ragi, garam, pengawet kalsium propionat, mentega tawar (mengandung susu, antioksidan tokoferol campuran pekat, pewarna alami beta-karoten (sayuran) CI 75130), perisa sintetik keju (mengandung antioksidan BHT), pengawet kalium
sorbat.",unsafe,1,unsafe,sari roti sandwich krim keju
saus worchester,"Cuka (mengandung alkohol 0.002%), Air, molases mengandung tepung kedelai, pati gandum), Sirup Jagung Tinggi Fruktosa, Garam, Kecap (mengandung gandum, kedelai), Pewarna alami Karamel I, Perisa Alami asap (mengandung pewarna alami Karamel I, pengawet natrium benzoat, Ikan Teri, Tepung Kedelai, Sirup Jagung (mengandung pengawet sulfit).",unsafe,1,unsafe,saus worchester
seafoodking bakso ikan salmon,"Surimi Ikan (70%), Air, Pati Tapioka, Pati Gandum, Gula, Penguat Rasa Mononatrium Glutamat (E621), Garam, Minyak Sawit, Albumin, Protein Kedelai, Pewarna Alami Karmin CI. No.75470 dan Minyak Atsiri
Paprika, Perisa Salmon Asap (Mengandung Pengawet Sulfit).
*Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,seafoodking bakso ikan salmon
shimaya bumbu kaldu sop bubuk,"Glukosa, Perguat Rasa (Mononatrium Glutarnat, Dinatrium Inosinat, Dinatrium Guanilat), Garam, Bubuk Bonito kering, Ekstrak Bonito (1.55%), Ekstrak Ragi. ",unsafe,1,unsafe,shimaya bumbu kaldu sop bubuk
si umang,"Tepung terigu, Air, Bumbu Rasa Barbekue 11.18% (Mengandung Penguat Rasa (Mononatrium Glutamat, Dinatrium
Ribonukleotida), Ekstrak daging sapi 1%, Bawang Bombay Bubuk 1.5%, Bawang Putih Bubuk 0.8%, Kedelai, Pewarna Sintetik Kuning FCF CI No. 15985), Minyak goreng kelapa sawit (mengandung antioksidan TBHQ), Margarin (mengandung pengawet Kalium sorbat, pewarna alami (Beta-karoten (sintetik) CI No. 40800, Ekstrak anato CI. No. 75120, Kurkumin CI. No. 75300), antioksidan (BHA dan BHT), Garam.
Mengandung alergen, lihat daftar bahan yang dicetak tebal.",unsafe,1,unsafe,si umang
silverqueen coklat,"Gula, Padatan Kakao 24% (Kakao Massa, lemak Kakao), Padatan Susu 24% (Susu Bubuk Full Cream, Susu Skim Bubuk), Kacang Mede (17%), Lemak Nabati (mengandung Antioksidan Tokoferol Campuran Pekat), Krispi Beras (3%), Pengemulsi Nabati (Lesitin Kedelai, PGPR), Garam, Perisa Alami, Antioksidan BHT. Mengandung alergen, libat daftar bahan yang dicetak tebal. Diproduksi menggunakan peralatan yang memproses Kacang-kacangan, Kedelai dan Gandum.",unsafe,1,unsafe,silverqueen coklat
simba choco chips,"Tepung Terigu (40%), Gula, Semolina, Kakao bubuk (6,5%), Krimer minuman, Pasta Cokelat (1,557%), Ekstrak Malt, Garam, Pewarna Alami Karamel kelas
III (E-150C), Kalsium Karbonat, Pengemulsi Lesitin Kedelai, Perisa Sintetik (Krim), Minyak kelapa sawit
terhidrogenasi, Premiks Vitamin, Zat Besi, Antikempal (Silikon Dioksida).",unsafe,1,unsafe,simba choco chips
simpang rasa pandan,"Tepung Tapioka, Tepung Terigu, Santan Pandan, Jahe, Gula, Garam",unsafe,1,unsafe,simpang rasa pandan
sliced danmuji,"Lobak (60%), Air, Pengatur Keasaman Asam Asetat, Pengawet Kalium Sorbat, Pengatur Keasaman (Asam Sitrat, Asam Laktat), Perisa Sintetik (Glisin, Alanin), Pengawet Natrium Sulfit. Dinatrium
Suksinat, Antioksidan Asam Askorbat.",unsafe,1,unsafe,sliced danmuji
slim bites,"Tepung Mocaf, Cokelat Compound Hitam Chips (16%, mengandung Susu Bubuk), Margarin (Mengandung Antioxidant BHA), Pewarna Beta Carotene (sintetik CI 40800), Putih Telur, Tepung Beras, Oat Utuh (8%), Polidekstrosa, Kacang Almond (4%), Cokelat Bubuk (2%), Inufin, Tepung Kelapa, Gula Halus, Pengemulsi Nabati, Perisa Vanila, Pengembang (Amonium Bikarbonat dan Natrium Bikarbonat), Pemanis Alami Steviol, Garam. Mengandung alergen, lihat komposisi yang dicetak tebal",unsafe,1,unsafe,slim bites
smoked beef,"Daging Sapi (96%), Garam, Pengemulsi Fosfat, Pengawet Natrium Nitrit.
Diproduksi menggunakan peralatan yang juga memproses ikan, kedelai, crustacea, gandum & wijen.",unsafe,1,unsafe,smoked beef
snackright crunchy walnut pecan cookies,"Gula, Kacang Pikan (15.5%), kacang kenari (15.5%), teoung terigu, mentega, tepung beras, telur, pengembang natrium hidrogen karbonat, perisa sintetik vanilla, garam, pengental pati asetat",unsafe,1,unsafe,snackright crunchy walnut pecan cookies
